era,leg,region,R9bin,eta_lo,eta_hi,et_lo,et_hi,variant,eff,err_lo,err_hi
etaR9rw_noPresel,seed,EB,R9_0p50to0p55,0.0,1.444,0.0,35.0,bwDscbCms,0.82881,0.00611,0.00597
etaR9rw_noPresel,seed,EB,R9_0p50to0p55,0.0,1.444,0.0,35.0,bwDscbExp,0.8089,0.0018,0.00181
etaR9rw_noPresel,seed,EB,R9_0p50to0p55,0.0,1.444,35.0,37.0,bwDscbCms,0.90224,0.002,0.00321
etaR9rw_noPresel,seed,EB,R9_0p50to0p55,0.0,1.444,35.0,37.0,bwDscbExp,0.89401,0.00175,0.00173
etaR9rw_noPresel,seed,EB,R9_0p50to0p55,0.0,1.444,37.0,40.0,bwDscbCms,0.91026,0.00126,0.00125
etaR9rw_noPresel,seed,EB,R9_0p50to0p55,0.0,1.444,37.0,40.0,bwDscbExp,0.91039,0.00126,0.00125
etaR9rw_noPresel,seed,EB,R9_0p50to0p55,0.0,1.444,40.0,45.0,bwDscbCms,0.92201,0.00105,0.00156
etaR9rw_noPresel,seed,EB,R9_0p50to0p55,0.0,1.444,40.0,45.0,bwDscbExp,0.92132,0.001,0.001
etaR9rw_noPresel,seed,EB,R9_0p50to0p55,0.0,1.444,45.0,50.0,bwDscbCms,0.92821,0.00156,0.00163
etaR9rw_noPresel,seed,EB,R9_0p50to0p55,0.0,1.444,45.0,50.0,bwDscbExp,0.92748,0.001,0.001
etaR9rw_noPresel,seed,EB,R9_0p50to0p55,0.0,1.444,50.0,60.0,bwDscbCms,0.92154,0.00711,0.00757
etaR9rw_noPresel,seed,EB,R9_0p50to0p55,0.0,1.444,50.0,60.0,bwDscbExp,0.9246,0.00207,0.00204
etaR9rw_noPresel,seed,EB,R9_0p50to0p55,0.0,1.444,60.0,70.0,bwDscbCms,0.93438,0.01963,0.01572
etaR9rw_noPresel,seed,EB,R9_0p50to0p55,0.0,1.444,60.0,70.0,bwDscbExp,0.93028,0.09276,0.01905
etaR9rw_noPresel,seed,EB,R9_0p50to0p55,0.0,1.444,70.0,90.0,bwDscbCms,0.93787,0.01453,0.01272
etaR9rw_noPresel,seed,EB,R9_0p50to0p55,0.0,1.444,70.0,90.0,bwDscbExp,0.93866,0.01272,0.01274
etaR9rw_noPresel,seed,EB,R9_0p50to0p55,0.0,1.444,90.0,999999.0,bwDscbCms,0.95539,0.02181,0.02158
etaR9rw_noPresel,seed,EB,R9_0p50to0p55,0.0,1.444,90.0,999999.0,bwDscbExp,0.94915,0.01813,0.01633
etaR9rw_noPresel,seed,EB,R9_0p55to0p85,0.0,1.444,0.0,35.0,bwDscbCms,0.87297,0.00107,0.00107
etaR9rw_noPresel,seed,EB,R9_0p55to0p85,0.0,1.444,0.0,35.0,bwDscbExp,0.85633,0.001,0.001
etaR9rw_noPresel,seed,EB,R9_0p55to0p85,0.0,1.444,35.0,37.0,bwDscbCms,0.93602,0.001,0.001
etaR9rw_noPresel,seed,EB,R9_0p55to0p85,0.0,1.444,35.0,37.0,bwDscbExp,0.93066,0.001,0.001
etaR9rw_noPresel,seed,EB,R9_0p55to0p85,0.0,1.444,37.0,40.0,bwDscbCms,0.9414,0.001,0.001
etaR9rw_noPresel,seed,EB,R9_0p55to0p85,0.0,1.444,37.0,40.0,bwDscbExp,0.94142,0.001,0.001
etaR9rw_noPresel,seed,EB,R9_0p55to0p85,0.0,1.444,40.0,45.0,bwDscbCms,0.94933,0.001,0.001
etaR9rw_noPresel,seed,EB,R9_0p55to0p85,0.0,1.444,40.0,45.0,bwDscbExp,0.94922,0.001,0.001
etaR9rw_noPresel,seed,EB,R9_0p55to0p85,0.0,1.444,45.0,50.0,bwDscbCms,0.9515,0.001,0.001
etaR9rw_noPresel,seed,EB,R9_0p55to0p85,0.0,1.444,45.0,50.0,bwDscbExp,0.95103,0.001,0.001
etaR9rw_noPresel,seed,EB,R9_0p55to0p85,0.0,1.444,50.0,60.0,bwDscbCms,0.94779,0.001,0.001
etaR9rw_noPresel,seed,EB,R9_0p55to0p85,0.0,1.444,50.0,60.0,bwDscbExp,0.94991,0.001,0.001
etaR9rw_noPresel,seed,EB,R9_0p55to0p85,0.0,1.444,60.0,70.0,bwDscbCms,0.94757,0.001,0.001
etaR9rw_noPresel,seed,EB,R9_0p55to0p85,0.0,1.444,60.0,70.0,bwDscbExp,0.95397,0.00243,0.00217
etaR9rw_noPresel,seed,EB,R9_0p55to0p85,0.0,1.444,70.0,90.0,bwDscbCms,0.96643,0.00417,0.01061
etaR9rw_noPresel,seed,EB,R9_0p55to0p85,0.0,1.444,70.0,90.0,bwDscbExp,0.96533,0.00181,0.00206
etaR9rw_noPresel,seed,EB,R9_0p55to0p85,0.0,1.444,90.0,999999.0,bwDscbCms,0.97605,0.00261,0.00283
etaR9rw_noPresel,seed,EB,R9_0p55to0p85,0.0,1.444,90.0,999999.0,bwDscbExp,0.97753,0.00818,0.00138
etaR9rw_noPresel,seed,EB,R9gt0p85,0.0,1.444,0.0,35.0,bwDscbCms,0.87237,0.001,0.001
etaR9rw_noPresel,seed,EB,R9gt0p85,0.0,1.444,0.0,35.0,bwDscbExp,0.8563,0.001,0.001
etaR9rw_noPresel,seed,EB,R9gt0p85,0.0,1.444,35.0,37.0,bwDscbCms,0.91754,0.001,0.001
etaR9rw_noPresel,seed,EB,R9gt0p85,0.0,1.444,35.0,37.0,bwDscbExp,0.91714,0.001,0.001
etaR9rw_noPresel,seed,EB,R9gt0p85,0.0,1.444,37.0,40.0,bwDscbCms,0.92732,0.001,0.001
etaR9rw_noPresel,seed,EB,R9gt0p85,0.0,1.444,37.0,40.0,bwDscbExp,0.92732,0.001,0.001
etaR9rw_noPresel,seed,EB,R9gt0p85,0.0,1.444,40.0,45.0,bwDscbCms,0.93741,0.001,0.001
etaR9rw_noPresel,seed,EB,R9gt0p85,0.0,1.444,40.0,45.0,bwDscbExp,0.93741,0.001,0.001
etaR9rw_noPresel,seed,EB,R9gt0p85,0.0,1.444,45.0,50.0,bwDscbCms,0.94498,0.001,0.001
etaR9rw_noPresel,seed,EB,R9gt0p85,0.0,1.444,45.0,50.0,bwDscbExp,0.94459,0.001,0.001
etaR9rw_noPresel,seed,EB,R9gt0p85,0.0,1.444,50.0,60.0,bwDscbCms,0.95075,0.001,0.001
etaR9rw_noPresel,seed,EB,R9gt0p85,0.0,1.444,50.0,60.0,bwDscbExp,0.95033,0.001,0.001
etaR9rw_noPresel,seed,EB,R9gt0p85,0.0,1.444,60.0,70.0,bwDscbCms,0.95439,0.001,0.001
etaR9rw_noPresel,seed,EB,R9gt0p85,0.0,1.444,60.0,70.0,bwDscbExp,0.95629,0.001,0.001
etaR9rw_noPresel,seed,EB,R9gt0p85,0.0,1.444,70.0,90.0,bwDscbCms,0.97406,0.00168,0.00135
etaR9rw_noPresel,seed,EB,R9gt0p85,0.0,1.444,70.0,90.0,bwDscbExp,0.97192,0.001,0.001
etaR9rw_noPresel,seed,EB,R9gt0p85,0.0,1.444,90.0,999999.0,bwDscbCms,0.98034,0.001,0.001
etaR9rw_noPresel,seed,EB,R9gt0p85,0.0,1.444,90.0,999999.0,bwDscbExp,0.98112,0.001,0.001
etaR9rw_noPresel,seed,EE,R9_0p90to0p93,1.566,2.5,0.0,35.0,bwDscbCms,0.83936,0.00463,0.00452
etaR9rw_noPresel,seed,EE,R9_0p90to0p93,1.566,2.5,0.0,35.0,bwDscbExp,0.81976,0.00132,0.00134
etaR9rw_noPresel,seed,EE,R9_0p90to0p93,1.566,2.5,35.0,37.0,bwDscbCms,0.90636,0.00134,0.0046
etaR9rw_noPresel,seed,EE,R9_0p90to0p93,1.566,2.5,35.0,37.0,bwDscbExp,0.90584,0.00134,0.00133
etaR9rw_noPresel,seed,EE,R9_0p90to0p93,1.566,2.5,37.0,40.0,bwDscbCms,0.9196,0.001,0.001
etaR9rw_noPresel,seed,EE,R9_0p90to0p93,1.566,2.5,37.0,40.0,bwDscbExp,0.91927,0.001,0.001
etaR9rw_noPresel,seed,EE,R9_0p90to0p93,1.566,2.5,40.0,45.0,bwDscbCms,0.93607,0.001,0.001
etaR9rw_noPresel,seed,EE,R9_0p90to0p93,1.566,2.5,40.0,45.0,bwDscbExp,0.93578,0.001,0.001
etaR9rw_noPresel,seed,EE,R9_0p90to0p93,1.566,2.5,45.0,50.0,bwDscbCms,0.94639,0.001,0.001
etaR9rw_noPresel,seed,EE,R9_0p90to0p93,1.566,2.5,45.0,50.0,bwDscbExp,0.94617,0.001,0.001
etaR9rw_noPresel,seed,EE,R9_0p90to0p93,1.566,2.5,50.0,60.0,bwDscbCms,0.94294,0.00501,0.00282
etaR9rw_noPresel,seed,EE,R9_0p90to0p93,1.566,2.5,50.0,60.0,bwDscbExp,0.94993,0.0011,0.0012
etaR9rw_noPresel,seed,EE,R9_0p90to0p93,1.566,2.5,60.0,70.0,bwDscbCms,0.9528,0.00422,0.00561
etaR9rw_noPresel,seed,EE,R9_0p90to0p93,1.566,2.5,60.0,70.0,bwDscbExp,0.95881,0.0022,0.00439
etaR9rw_noPresel,seed,EE,R9_0p90to0p93,1.566,2.5,70.0,90.0,bwDscbCms,0.97082,0.00416,0.00583
etaR9rw_noPresel,seed,EE,R9_0p90to0p93,1.566,2.5,70.0,90.0,bwDscbExp,0.96777,0.0048,0.00362
etaR9rw_noPresel,seed,EE,R9_0p90to0p93,1.566,2.5,90.0,999999.0,bwDscbCms,0.9757,0.00257,0.00297
etaR9rw_noPresel,seed,EE,R9_0p90to0p93,1.566,2.5,90.0,999999.0,bwDscbExp,0.9757,0.00255,0.00248
etaR9rw_noPresel,seed,EE,R9gt0p93,1.566,2.5,0.0,35.0,bwDscbCms,0.89243,0.001,0.001
etaR9rw_noPresel,seed,EE,R9gt0p93,1.566,2.5,0.0,35.0,bwDscbExp,0.87556,0.001,0.001
etaR9rw_noPresel,seed,EE,R9gt0p93,1.566,2.5,35.0,37.0,bwDscbCms,0.94393,0.001,0.001
etaR9rw_noPresel,seed,EE,R9gt0p93,1.566,2.5,35.0,37.0,bwDscbExp,0.93721,0.001,0.001
etaR9rw_noPresel,seed,EE,R9gt0p93,1.566,2.5,37.0,40.0,bwDscbCms,0.94776,0.001,0.001
etaR9rw_noPresel,seed,EE,R9gt0p93,1.566,2.5,37.0,40.0,bwDscbExp,0.94755,0.001,0.001
etaR9rw_noPresel,seed,EE,R9gt0p93,1.566,2.5,40.0,45.0,bwDscbCms,0.95921,0.001,0.001
etaR9rw_noPresel,seed,EE,R9gt0p93,1.566,2.5,40.0,45.0,bwDscbExp,0.95845,0.001,0.001
etaR9rw_noPresel,seed,EE,R9gt0p93,1.566,2.5,45.0,50.0,bwDscbCms,0.96473,0.001,0.001
etaR9rw_noPresel,seed,EE,R9gt0p93,1.566,2.5,45.0,50.0,bwDscbExp,0.96442,0.001,0.001
etaR9rw_noPresel,seed,EE,R9gt0p93,1.566,2.5,50.0,60.0,bwDscbCms,0.96666,0.00166,0.001
etaR9rw_noPresel,seed,EE,R9gt0p93,1.566,2.5,50.0,60.0,bwDscbExp,0.96653,0.001,0.001
etaR9rw_noPresel,seed,EE,R9gt0p93,1.566,2.5,60.0,70.0,bwDscbCms,0.97518,0.00406,0.00359
etaR9rw_noPresel,seed,EE,R9gt0p93,1.566,2.5,60.0,70.0,bwDscbExp,0.97558,0.001,0.00204
etaR9rw_noPresel,seed,EE,R9gt0p93,1.566,2.5,70.0,90.0,bwDscbCms,0.9798,0.001,0.001
etaR9rw_noPresel,seed,EE,R9gt0p93,1.566,2.5,70.0,90.0,bwDscbExp,0.97977,0.001,0.001
etaR9rw_noPresel,seed,EE,R9gt0p93,1.566,2.5,90.0,999999.0,bwDscbCms,0.9827,0.001,0.001
etaR9rw_noPresel,seed,EE,R9gt0p93,1.566,2.5,90.0,999999.0,bwDscbExp,0.98288,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,0.0,21.0,bwDscbCms,0.74629,0.0082,0.0096
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,0.0,21.0,bwDscbExp,0.73188,0.04186,0.01294
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,21.0,25.0,bwDscbCms,0.85525,0.0035,0.00393
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,21.0,25.0,bwDscbExp,0.87692,0.01168,0.01374
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,25.0,28.0,bwDscbCms,0.8964,0.01775,0.01391
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,25.0,28.0,bwDscbExp,0.89089,0.00235,0.00758
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,28.0,31.0,bwDscbCms,0.92186,0.00926,0.00914
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,28.0,31.0,bwDscbExp,0.90846,0.00196,0.00244
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,31.0,35.0,bwDscbCms,0.9427,0.00405,0.00392
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,31.0,35.0,bwDscbExp,0.92368,0.00127,0.00125
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,35.0,40.0,bwDscbCms,0.93746,0.001,0.00134
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,35.0,40.0,bwDscbExp,0.93746,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,40.0,45.0,bwDscbCms,0.94909,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,40.0,45.0,bwDscbExp,0.94811,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,45.0,50.0,bwDscbCms,0.95284,0.00159,0.00155
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,45.0,50.0,bwDscbExp,0.9522,0.00113,0.00111
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,50.0,60.0,bwDscbCms,0.94337,0.00261,0.00573
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,50.0,60.0,bwDscbExp,0.94533,0.00721,0.00296
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,60.0,70.0,bwDscbCms,0.95168,0.02636,0.01444
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,60.0,70.0,bwDscbExp,0.946,0.00664,0.00602
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,70.0,90.0,bwDscbCms,0.95133,0.01135,0.01135
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,70.0,90.0,bwDscbExp,0.9514,0.01142,0.01269
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,90.0,999999.0,bwDscbCms,0.94844,0.02292,0.02263
etaR9rw_noPresel,unseed,EB,R9_0p50to0p55,0.0,1.444,90.0,999999.0,bwDscbExp,0.94497,0.0269,0.0274
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,0.0,21.0,bwDscbCms,0.86076,0.00232,0.00232
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,0.0,21.0,bwDscbExp,0.81431,0.00189,0.00656
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,21.0,25.0,bwDscbCms,0.90963,0.00434,0.00277
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,21.0,25.0,bwDscbExp,0.91865,0.0014,0.00137
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,25.0,28.0,bwDscbCms,0.94726,0.00206,0.002
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,25.0,28.0,bwDscbExp,0.9313,0.0013,0.0013
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,28.0,31.0,bwDscbCms,0.95702,0.00174,0.00174
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,28.0,31.0,bwDscbExp,0.94379,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,31.0,35.0,bwDscbCms,0.9676,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,31.0,35.0,bwDscbExp,0.95546,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,35.0,40.0,bwDscbCms,0.96568,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,35.0,40.0,bwDscbExp,0.96574,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,40.0,45.0,bwDscbCms,0.97171,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,40.0,45.0,bwDscbExp,0.97153,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,45.0,50.0,bwDscbCms,0.97157,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,45.0,50.0,bwDscbExp,0.97121,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,50.0,60.0,bwDscbCms,0.96476,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,50.0,60.0,bwDscbExp,0.96777,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,60.0,70.0,bwDscbCms,0.96358,0.0014,0.00139
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,60.0,70.0,bwDscbExp,0.96508,0.00124,0.00209
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,70.0,90.0,bwDscbCms,0.97604,0.00158,0.00559
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,70.0,90.0,bwDscbExp,0.97353,0.00141,0.00618
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,90.0,999999.0,bwDscbCms,0.98066,0.00369,0.00369
etaR9rw_noPresel,unseed,EB,R9_0p55to0p85,0.0,1.444,90.0,999999.0,bwDscbExp,0.97882,0.00284,0.00244
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,0.0,21.0,bwDscbCms,0.89243,0.00257,0.00257
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,0.0,21.0,bwDscbExp,0.8519,0.00103,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,21.0,25.0,bwDscbCms,0.91983,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,21.0,25.0,bwDscbExp,0.92895,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,25.0,28.0,bwDscbCms,0.94391,0.00121,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,25.0,28.0,bwDscbExp,0.93281,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,28.0,31.0,bwDscbCms,0.95994,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,28.0,31.0,bwDscbExp,0.94823,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,31.0,35.0,bwDscbCms,0.96509,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,31.0,35.0,bwDscbExp,0.95899,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,35.0,40.0,bwDscbCms,0.96882,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,35.0,40.0,bwDscbExp,0.96872,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,40.0,45.0,bwDscbCms,0.97479,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,40.0,45.0,bwDscbExp,0.9747,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,45.0,50.0,bwDscbCms,0.97592,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,45.0,50.0,bwDscbExp,0.97555,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,50.0,60.0,bwDscbCms,0.9746,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,50.0,60.0,bwDscbExp,0.97469,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,60.0,70.0,bwDscbCms,0.97284,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,60.0,70.0,bwDscbExp,0.97421,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,70.0,90.0,bwDscbCms,0.98291,0.00124,0.00124
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,70.0,90.0,bwDscbExp,0.98177,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,90.0,999999.0,bwDscbCms,0.98368,0.001,0.001
etaR9rw_noPresel,unseed,EB,R9gt0p85,0.0,1.444,90.0,999999.0,bwDscbExp,0.98514,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,0.0,21.0,bwDscbCms,0.80482,0.00854,0.00804
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,0.0,21.0,bwDscbExp,0.69159,0.00842,0.00742
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,21.0,25.0,bwDscbCms,0.85871,0.00889,0.00483
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,21.0,25.0,bwDscbExp,0.85051,0.01003,0.01132
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,25.0,28.0,bwDscbCms,0.89941,0.0114,0.01744
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,25.0,28.0,bwDscbExp,0.86717,0.0038,0.0063
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,28.0,31.0,bwDscbCms,0.90482,0.0088,0.0085
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,28.0,31.0,bwDscbExp,0.89198,0.0019,0.00222
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,31.0,35.0,bwDscbCms,0.92172,0.00269,0.00313
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,31.0,35.0,bwDscbExp,0.91559,0.00107,0.001
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,35.0,40.0,bwDscbCms,0.93454,0.001,0.00102
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,35.0,40.0,bwDscbExp,0.93438,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,40.0,45.0,bwDscbCms,0.94827,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,40.0,45.0,bwDscbExp,0.94755,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,45.0,50.0,bwDscbCms,0.95194,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,45.0,50.0,bwDscbExp,0.95149,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,50.0,60.0,bwDscbCms,0.9488,0.00539,0.0027
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,50.0,60.0,bwDscbExp,0.95499,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,60.0,70.0,bwDscbCms,0.95661,0.00251,0.00238
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,60.0,70.0,bwDscbExp,0.96117,0.00218,0.00215
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,70.0,90.0,bwDscbCms,0.97548,0.009,0.00387
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,70.0,90.0,bwDscbExp,0.96724,0.0065,0.00427
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,90.0,999999.0,bwDscbCms,0.97439,0.00222,0.00201
etaR9rw_noPresel,unseed,EE,R9_0p90to0p93,1.566,2.5,90.0,999999.0,bwDscbExp,0.97347,0.00347,0.00261
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,0.0,21.0,bwDscbCms,0.7455,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,0.0,21.0,bwDscbExp,0.70953,0.00121,0.00115
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,21.0,25.0,bwDscbCms,0.91007,0.00188,0.00188
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,21.0,25.0,bwDscbExp,0.88373,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,25.0,28.0,bwDscbCms,0.91738,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,25.0,28.0,bwDscbExp,0.89921,0.00138,0.00115
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,28.0,31.0,bwDscbCms,0.94736,0.00101,0.001
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,28.0,31.0,bwDscbExp,0.92806,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,31.0,35.0,bwDscbCms,0.95706,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,31.0,35.0,bwDscbExp,0.9474,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,35.0,40.0,bwDscbCms,0.96417,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,35.0,40.0,bwDscbExp,0.96386,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,40.0,45.0,bwDscbCms,0.97494,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,40.0,45.0,bwDscbExp,0.97415,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,45.0,50.0,bwDscbCms,0.9791,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,45.0,50.0,bwDscbExp,0.97834,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,50.0,60.0,bwDscbCms,0.98198,0.00165,0.001
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,50.0,60.0,bwDscbExp,0.98211,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,60.0,70.0,bwDscbCms,0.9862,0.00239,0.00239
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,60.0,70.0,bwDscbExp,0.98525,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,70.0,90.0,bwDscbCms,0.9841,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,70.0,90.0,bwDscbExp,0.98899,0.00125,0.00154
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,90.0,999999.0,bwDscbCms,0.99008,0.001,0.001
etaR9rw_noPresel,unseed,EE,R9gt0p93,1.566,2.5,90.0,999999.0,bwDscbExp,0.99065,0.001,0.001
